epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
75,4350.61,0.68125,0.64899,1.32769,0.01637,0.85592,0.70629,0.77658,0.61261,0.54252,0.46858,1.31029,0.01451,0.005116,0.005116,0.005116
76,4417.29,0.67674,0.64589,1.33202,0.01707,0.8391,0.71833,0.77558,0.61604,0.53909,0.46553,1.30335,0.01483,0.00505,0.00505,0.00505
77,4484.12,0.6732,0.63894,1.31601,0.01687,0.83539,0.71754,0.76821,0.61091,0.54614,0.46134,1.30896,0.01587,0.004984,0.004984,0.004984
78,4551.28,0.67292,0.63614,1.32266,0.01654,0.832,0.71477,0.77484,0.61699,0.52892,0.45519,1.2909,0.01321,0.004918,0.004918,0.004918
79,4617.86,0.66803,0.62133,1.3123,0.01656,0.83617,0.71664,0.77633,0.62012,0.53499,0.46043,1.29708,0.01515,0.004852,0.004852,0.004852
80,4684.54,0.6706,0.63855,1.32252,0.01501,0.85135,0.70725,0.77828,0.6188,0.5391,0.46061,1.30414,0.01465,0.004786,0.004786,0.004786
81,4751.38,0.67047,0.63389,1.31292,0.01621,0.84974,0.71515,0.77701,0.62053,0.52704,0.45666,1.29043,0.0155,0.00472,0.00472,0.00472
82,4818.04,0.67179,0.63445,1.31549,0.01628,0.84594,0.71809,0.77714,0.61872,0.52644,0.45571,1.28294,0.01434,0.004654,0.004654,0.004654
83,4886.08,0.66214,0.62995,1.31037,0.0158,0.83683,0.72638,0.77444,0.61888,0.53023,0.46514,1.29121,0.01371,0.004588,0.004588,0.004588
84,4954.5,0.66413,0.61932,1.31451,0.01509,0.85109,0.7121,0.77195,0.61735,0.53049,0.4624,1.29263,0.01379,0.004522,0.004522,0.004522
85,5023.4,0.66581,0.62308,1.31327,0.01617,0.85698,0.71511,0.78171,0.62388,0.52807,0.45702,1.28971,0.01338,0.004456,0.004456,0.004456
86,5092.96,0.66121,0.61365,1.30618,0.01603,0.86305,0.71122,0.78011,0.62552,0.52414,0.45243,1.28673,0.01324,0.00439,0.00439,0.00439
87,5166.47,0.6637,0.61579,1.30577,0.01674,0.84669,0.71883,0.77368,0.61883,0.52788,0.45007,1.28985,0.01402,0.004324,0.004324,0.004324
88,5240.05,0.66438,0.6167,1.29788,0.01698,0.86515,0.70824,0.77421,0.62036,0.52961,0.45264,1.29274,0.01418,0.004258,0.004258,0.004258
89,5310.47,0.66263,0.6057,1.30143,0.01621,0.86181,0.7138,0.77948,0.62755,0.52281,0.44834,1.28857,0.01347,0.004192,0.004192,0.004192
90,5376.7,0.65791,0.61179,1.3022,0.01561,0.87839,0.69942,0.77766,0.62587,0.52333,0.44633,1.28168,0.01322,0.004126,0.004126,0.004126
91,5445.66,0.65101,0.60983,1.29074,0.0139,0.85624,0.71107,0.77579,0.62264,0.52242,0.4432,1.2789,0.0131,0.00406,0.00406,0.00406
92,5513.48,0.66393,0.60939,1.30263,0.01686,0.88223,0.70184,0.78081,0.62414,0.5183,0.44356,1.27382,0.01432,0.003994,0.003994,0.003994
93,5580.87,0.65082,0.60318,1.29171,0.01595,0.87281,0.70559,0.77652,0.62605,0.51639,0.44556,1.27416,0.01468,0.003928,0.003928,0.003928
94,5635.52,0.63763,0.5898,1.28228,0.01538,0.83177,0.72978,0.7779,0.62665,0.51608,0.43631,1.27612,0.01417,0.003862,0.003862,0.003862
95,5689.17,0.64115,0.59009,1.294,0.01479,0.85801,0.7096,0.78012,0.62845,0.51251,0.43697,1.27132,0.01385,0.003796,0.003796,0.003796
96,5745.09,0.6469,0.59464,1.28928,0.01547,0.84414,0.71984,0.77531,0.62547,0.5169,0.43763,1.27583,0.0131,0.00373,0.00373,0.00373
97,5799.93,0.64122,0.58795,1.28661,0.01578,0.83685,0.73188,0.7772,0.62603,0.5133,0.43535,1.27001,0.01338,0.003664,0.003664,0.003664
98,5854.72,0.63786,0.59013,1.28306,0.01563,0.88387,0.705,0.78196,0.62889,0.51302,0.43555,1.27146,0.01337,0.003598,0.003598,0.003598
99,5909.53,0.63945,0.58977,1.28593,0.01471,0.87581,0.70769,0.78086,0.62907,0.51608,0.44071,1.27027,0.01342,0.003532,0.003532,0.003532
