epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
105,5821.07,0.63149,0.57195,1.2731,0.0151,0.85525,0.72487,0.78303,0.62818,0.51089,0.43008,1.27301,0.01294,0.003136,0.003136,0.003136
106,5878.22,0.63128,0.56464,1.27048,0.01533,0.86756,0.71592,0.78489,0.63128,0.50671,0.42621,1.26928,0.01279,0.00307,0.00307,0.00307
107,5934.83,0.6264,0.56178,1.27257,0.01527,0.86425,0.71833,0.7815,0.63064,0.50642,0.42626,1.26629,0.01269,0.003004,0.003004,0.003004
108,5991.21,0.62699,0.56604,1.27105,0.0151,0.84892,0.73477,0.78308,0.63062,0.50533,0.42903,1.26276,0.01336,0.002938,0.002938,0.002938
109,6047.66,0.62903,0.56812,1.27026,0.01508,0.84689,0.73375,0.78238,0.62828,0.50661,0.42898,1.26396,0.01259,0.002872,0.002872,0.002872
110,6104.27,0.62158,0.56465,1.26481,0.01533,0.85214,0.72729,0.78066,0.62799,0.50597,0.43469,1.26318,0.01244,0.002806,0.002806,0.002806
111,6160.9,0.62019,0.55842,1.26975,0.01544,0.84908,0.72307,0.77593,0.62537,0.51155,0.43488,1.27067,0.01335,0.00274,0.00274,0.00274
112,6217.69,0.61549,0.5551,1.26376,0.01323,0.85319,0.72261,0.77743,0.62631,0.51162,0.43275,1.27056,0.01203,0.002674,0.002674,0.002674
113,6274.3,0.61334,0.55248,1.25595,0.0154,0.8713,0.71409,0.77942,0.62718,0.50774,0.42999,1.26598,0.01202,0.002608,0.002608,0.002608
114,6330.61,0.61485,0.54483,1.25927,0.01496,0.85108,0.72816,0.77881,0.6275,0.50741,0.4282,1.26711,0.01271,0.002542,0.002542,0.002542
115,6385.2,0.60746,0.54444,1.25181,0.01334,0.87794,0.71335,0.78195,0.6284,0.50824,0.42737,1.26699,0.0131,0.002476,0.002476,0.002476
116,6442.33,0.61045,0.54934,1.25591,0.01493,0.86012,0.72247,0.78122,0.62662,0.50983,0.42458,1.26993,0.0131,0.00241,0.00241,0.00241
117,6499.15,0.60522,0.53136,1.24849,0.01328,0.84084,0.74055,0.78388,0.62784,0.50854,0.42009,1.2689,0.01324,0.002344,0.002344,0.002344
118,6555.64,0.60981,0.54964,1.25602,0.01533,0.85047,0.73862,0.78562,0.62826,0.50716,0.42027,1.2696,0.01289,0.002278,0.002278,0.002278
119,6612.64,0.60695,0.54852,1.25224,0.01401,0.84837,0.73358,0.78546,0.63057,0.50365,0.41965,1.26452,0.01297,0.002212,0.002212,0.002212
120,6670.12,0.5991,0.53788,1.25242,0.01372,0.82945,0.74599,0.78543,0.63232,0.5031,0.42037,1.26048,0.01252,0.002146,0.002146,0.002146
121,6726.16,0.61222,0.55079,1.25465,0.01512,0.83823,0.74062,0.78197,0.63066,0.50292,0.42058,1.26022,0.01299,0.00208,0.00208,0.00208
122,6781.04,0.60717,0.53895,1.26022,0.01502,0.84331,0.73593,0.78223,0.6291,0.50361,0.4193,1.2628,0.01279,0.002014,0.002014,0.002014
123,6835.6,0.59414,0.52673,1.24189,0.01321,0.83929,0.73939,0.78278,0.62901,0.50207,0.41891,1.26082,0.01268,0.001948,0.001948,0.001948
124,6892.56,0.60271,0.53085,1.24811,0.01481,0.8448,0.73704,0.78451,0.6292,0.50126,0.4175,1.25906,0.013,0.001882,0.001882,0.001882
125,6949.66,0.59218,0.52492,1.23312,0.01295,0.85205,0.7361,0.78653,0.63128,0.50159,0.41508,1.25962,0.01232,0.001816,0.001816,0.001816
126,7005.9,0.60051,0.53127,1.249,0.01425,0.84884,0.73574,0.7875,0.63077,0.5003,0.4136,1.25893,0.01275,0.00175,0.00175,0.00175
127,7060.06,0.60267,0.53562,1.2484,0.01302,0.85701,0.73386,0.78769,0.6315,0.49926,0.41409,1.25853,0.01259,0.001684,0.001684,0.001684
128,7117.92,0.59047,0.52456,1.24359,0.01255,0.86432,0.73198,0.78856,0.63323,0.50021,0.4137,1.26122,0.01272,0.001618,0.001618,0.001618
129,7175,0.58701,0.5175,1.23553,0.01279,0.8462,0.74196,0.78931,0.63245,0.50069,0.41209,1.26311,0.01215,0.001552,0.001552,0.001552
130,7231.33,0.58962,0.5219,1.23049,0.0141,0.86385,0.73023,0.78755,0.63287,0.50042,0.41247,1.26387,0.01279,0.001486,0.001486,0.001486
131,7288.27,0.59838,0.53387,1.24335,0.01486,0.86358,0.7316,0.78497,0.63266,0.50121,0.41279,1.26519,0.01315,0.00142,0.00142,0.00142
132,7345.13,0.58422,0.51867,1.23073,0.01318,0.85821,0.73363,0.78785,0.63355,0.49973,0.41303,1.26222,0.01309,0.001354,0.001354,0.001354
133,7401.15,0.57953,0.51134,1.22982,0.0138,0.85917,0.73694,0.78828,0.63335,0.4993,0.41141,1.26141,0.01346,0.001288,0.001288,0.001288
134,7454.17,0.58536,0.51659,1.23828,0.01318,0.85944,0.74058,0.78843,0.63361,0.49984,0.41086,1.26147,0.01374,0.001222,0.001222,0.001222
135,7508.18,0.58826,0.51199,1.23535,0.01379,0.85008,0.74302,0.78738,0.6335,0.50063,0.41069,1.26241,0.01325,0.001156,0.001156,0.001156
136,7565.28,0.58155,0.51174,1.23004,0.01298,0.85222,0.74351,0.78857,0.63311,0.50008,0.41057,1.2609,0.01296,0.00109,0.00109,0.00109
137,7622.3,0.58933,0.51418,1.23094,0.01383,0.85838,0.73898,0.78809,0.63379,0.49939,0.40985,1.26061,0.01281,0.001024,0.001024,0.001024
138,7679.25,0.57872,0.50902,1.23235,0.01323,0.85466,0.74171,0.78576,0.634,0.49941,0.41048,1.26037,0.01306,0.000958,0.000958,0.000958
139,7736.26,0.57026,0.50938,1.21657,0.01233,0.85903,0.73975,0.78544,0.6333,0.49924,0.41097,1.26076,0.01243,0.000892,0.000892,0.000892
140,7791.98,0.56531,0.49824,1.2166,0.01318,0.85471,0.74226,0.78728,0.63405,0.49939,0.41204,1.26129,0.01253,0.000826,0.000826,0.000826
141,7861.22,0.44933,0.35364,1.17317,0.01288,0.85499,0.7403,0.78546,0.63253,0.49817,0.41122,1.25951,0.01265,0.00076,0.00076,0.00076
142,7916.51,0.44034,0.33358,1.15569,0.01289,0.85833,0.73657,0.78637,0.63276,0.49809,0.40992,1.25918,0.01287,0.000694,0.000694,0.000694
143,7970.23,0.4437,0.32825,1.16614,0.01296,0.85958,0.73857,0.78566,0.63278,0.49792,0.40786,1.25942,0.01276,0.000628,0.000628,0.000628
144,8025.1,0.43754,0.32821,1.14718,0.01322,0.85182,0.73997,0.78426,0.63228,0.49768,0.40693,1.2604,0.01255,0.000562,0.000562,0.000562
145,8083.74,0.4313,0.32394,1.1443,0.01232,0.84826,0.74339,0.78338,0.63171,0.49771,0.40472,1.26081,0.01288,0.000496,0.000496,0.000496
146,8141.48,0.43266,0.32056,1.14429,0.01274,0.83993,0.74913,0.78457,0.63158,0.49754,0.40418,1.26041,0.01269,0.00043,0.00043,0.00043
147,8198,0.42765,0.31967,1.14403,0.01186,0.84241,0.74586,0.78359,0.63069,0.4981,0.40364,1.26118,0.01276,0.000364,0.000364,0.000364
148,8255.23,0.42938,0.32096,1.14599,0.01205,0.84359,0.74541,0.78308,0.63004,0.49791,0.4028,1.26184,0.01252,0.000298,0.000298,0.000298
149,8312.11,0.42703,0.31771,1.14681,0.01198,0.84828,0.74125,0.78258,0.63025,0.49755,0.40317,1.26204,0.01254,0.000232,0.000232,0.000232
150,8368.57,0.42493,0.31374,1.1411,0.01242,0.84827,0.74413,0.78264,0.63054,0.49793,0.40289,1.26283,0.01293,0.000166,0.000166,0.000166
